Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
The Dinner,"Crime, Drama, Thriller","Social Issue Dramas,Dramas,Thriller Movies,Movies Based on Books",English,Movie,3.5,"Romania,Hungary,Czech Republic,Slovakia",> 2 hrs,Oren Moverman,"Herman Koch, Oren Moverman","Charlie Plummer, Michael Chernus, Taylor Rae Almonte, Steve Coogan",R,4.5,46.0,57.0,1.0,2.0,1323312.0,2017-05-18,2017-11-07,"ChubbCo Film Co., Blackbird, Code Red",https://www.netflix.com/watch/80118732,https://www.imdb.com/title/tt3203620,Two brothers and their wives meet for dinner at an exclusive dining establishment. But their evening out together has a painful hidden agenda.,7873.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY5Z5QtjG13eLrziaV9pDGKqS8n9xN0SuCyKQ2Z9Wl0fna2EC8Ger-1ttimTjifZcCmZ3SWY7ydqOG0ZiQPnhiLvuA.jpg?r=fed,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0ODg1NTMzMV5BMl5BanBnXkFtZTgwMjczMzA2MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=vLG4PRq6FAo,YouTube
Frank and Lola,"Crime, Drama, Romance, Thriller","Thrillers,Steamy Thrillers,Dramas","English, French, Spanish",Movie,5.3,"United States,South Korea",1-2 hour,Matthew Ross,Matthew Ross,"Justin Long, Rosanna Arquette, Michael Shannon, Imogen Poots",Unrated,5.9,69.0,56.0,1.0,2.0,9188.0,2016-12-09,2017-11-02,"Killer Films, Preferred Content",https://www.netflix.com/watch/80097525,https://www.imdb.com/title/tt1290138,A talented Las Vegas chef falls in love with an aspiring fashion designer but turns violently jealous when he realizes that shes hiding dark secrets.,5534.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaULcHzhJu-2ps-bnzHg4cejaijnn1Yyopo2Bd40_X7JJnRwsBWRkzwnsN81zyfmMwW6947gHxPIlSYUPicHRTuctg.jpg?r=d0f,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTAzMDQ0NF5BMl5BanBnXkFtZTgwODk3NTkzMDI@._V1_SX300.jpg,https://vimeo.com/187497701,Vimeo
A Cure for Wellness,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Psychological Thrillers,Thrillers,US Movies","English, German",Movie,2.6,"Japan,France,Iceland,United Kingdom,Israel,Greece,Turkey,Germany,Switzerland",> 2 hrs,Gore Verbinski,"Gore Verbinski, Justin Haythe","Mia Goth, Ivo Nandi, Dane DeHaan, Jason Isaacs",R,6.4,43.0,47.0,4.0,5.0,8106986.0,2017-02-17,2017-11-02,"Blink Wink, New Regency",https://www.netflix.com/watch/80103726,https://www.imdb.com/title/tt4731136,"Dispatched to retrieve his companys CEO from a remote European wellness spa, a naive underling discovers the alpine retreats terrifying secrets.",86916.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZWQa-6Hfcf2Z_mwS0xmqyjSu-SK6S9xKAO-_oOLvlXrYtwwWMPkg5-aQg_2bnDVVvlxLJ3w14fkLTJj4MslE8ZmfA.jpg?r=8a4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=JF1rLFCdewU,YouTube
A United Kingdom,"Biography, Drama, History, Romance","Dramas,Dramas based on real life,Romantic Films,Romantic Dramas,20th Century Period Pieces,British Films,Dramas based on a book,Social Issue Dramas,Films Based on Real Life,Films Based on Books,British Dramas,Romantic British Films","Tswana, English",Movie,3.6,"Mexico,United Kingdom,Brazil,Argentina,Australia,Colombia,South Korea",1-2 hour,Amma Asante,"Susan Williams, Guy Hibbert","Jack Davenport, Tom Felton, David Oyelowo, Rosamund Pike",PG-13,6.9,84.0,65.0,2.0,4.0,3902185.0,2017-02-10,2017-11-02,"Harbinger Pictures, Perfect Weekend, Pathé",https://www.netflix.com/watch/80147985,https://www.imdb.com/title/tt3387266,"An English womans marriage to Botswanas royal heir causes diplomatic uproar, but the couple fights against all odds to follow their hearts.",14499.0,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXL3FDLi5nNrS6_e__sclKa6CWOg-o7adas0JBaTEwXDi5HjegvgvzLAek0mXkVF84lESobacbVO68gEiVVgKn57wQ.jpg?r=00e,https://images-na.ssl-images-amazon.com/images/M/MV5BNDUyNzE1MTAxNF5BMl5BanBnXkFtZTgwODU1Mzk5OTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=LKPDNKdpys8,YouTube
Field of Dreams,"Drama, Family, Fantasy, Sport","Sports Dramas,Sports Films,Dramas based on a book,Dramas,Cult Films,Dramas based on contemporary literature,Tearjerkers,Baseball Films,Films Based on Books,US Movies",English,Movie,3.6,"South Korea,Belgium,Brazil,Canada",1-2 hour,Phil Alden Robinson,"W.P. Kinsella, Phil Alden Robinson","Ray Liotta, Amy Madigan, Kevin Costner, Gaby Hoffmann",PG,7.5,87.0,57.0,7.0,13.0,64431625.0,1989-05-05,2017-11-01,Gordon Company,https://www.netflix.com/watch/499612,https://www.imdb.com/title/tt0097351,Kevin Costner stars as an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond.,108380.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcO9_hcC3THK4To7yqLcoYRit5qhenIkxgGgpwJWqmHnKib1hWMdHJh16Ld3BXKJBnvjC5cHDnvK6P7bRU8p2KVqyA.jpg?r=86c,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=sHTsQ9qePrQ,YouTube
Urban Legend,"Horror, Mystery, Thriller","Slasher and Serial Killer Films,Teen Screams,Horror Films",English,Movie,1.9,"Switzerland,Portugal,Hong Kong,Thailand,Brazil,Spain,Italy,Singapore,India,Argentina,Malaysia,Mexico,Colombia",1-2 hour,Jamie Blanks,Silvio Horta,"Rebecca Gayheart, Michael Rosenbaum, Jared Leto, Alicia Witt",R,5.6,21.0,35.0,1.0,2.0,38072438.0,1998-09-25,2017-10-25,"Phoenix Pictures, Original Film",https://www.netflix.com/watch/17237018,https://www.imdb.com/title/tt0146336,"In the wake of several gruesome murders at her college campus, the inquisitive Natalie begins to suspect that a single crazed killer is responsible.",60496.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYe-G2QIAIRh6PJgRFWWDdSGpm7BZiq58sp1uupEWaRCD3Q9A6rBzJ6kUz_XVVvtkMiMKLDzVCwFNDM7rz6E-DYRAg.jpg?r=29e,https://images-na.ssl-images-amazon.com/images/M/MV5BYWRlNDRiNWMtMjU4Yy00NDc5LWI1YTUtODNmN2ViOTMzN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=R4d1_D90BwU,YouTube
It Comes at Night,"Horror, Mystery, Sci-Fi","Teen Screams,Horror Films,Independent Films,Halloween Favourites,US Movies",English,Movie,3.8,"Argentina,Australia,Japan,United States,Brazil,Mexico,Colombia",1-2 hour,Trey Edward Shults,Trey Edward Shults,"Carmen Ejogo, Joel Edgerton, Riley Keough, Christopher Abbott",R,6.2,87.0,78.0,1.0,11.0,13985117.0,2017-06-09,2017-10-24,Animal Kingdom,https://www.netflix.com/watch/80174959,https://www.imdb.com/title/tt4695012,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",84529.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRi-vWhUvEPP7nosT2dVqO4vc936iauxpXJqPztoix95N0SndBcXx1Ijr2Ra5TJSbmoJ299qZOUqJ7QdvZ2sBXf8hA.jpg?r=384,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ3MDA0ODA2N15BMl5BanBnXkFtZTgwNzg0NzgwMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=6YOYHCBQn9g,YouTube
Smurfs: The Lost Village,"Animation, Adventure, Comedy, Family, Fantasy","Family Adventures,Films for ages 5 to 7,Films for ages 8 to 10,Children & Family Films,Family Features,Family Comedies,Family Sci-Fi & Fantasy,Comedies,US Movies",English,Movie,2.3,"France,Canada,Switzerland,Brazil,Australia,Argentina,Mexico,Turkey,Spain,Colombia,Germany",1-2 hour,Kelly Asbury,"Pamela Ribon, Stacey Harman, Peyo","Joe Manganiello, Demi Lovato, Jack McBrayer, Rainn Wilson",PG,6.0,40.0,40.0,1.0,6.0,45020282.0,2017-04-07,2017-10-20,Kerner Entertainment,https://www.netflix.com/watch/80121839,https://www.imdb.com/title/tt2398241,"Smurfette and best pals Brainy, Clumsy and Hefty journey deep into the Forbidden Forest to save a mysterious lost village from evil wizard Gargamel.",18627.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbdDS1zxK1Q9SnoeiH9GRQrjn3O4VcLPE6R6CNUl1sLVyft1dnoxzqMY-zC27a0I3FqMklYA4c8OUefzgSJt8woOPQ.jpg?r=3ed,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=9NO8wk4n1Cs,YouTube
Colossal,"Action, Comedy, Drama, Fantasy, Sci-Fi, Thriller","Sci-Fi Dramas,Canadian Comedies,Canadian Dramas,Dramas,Action Sci-Fi & Fantasy,Comedies,Sci-Fi & Fantasy,Action Comedies,Action & Adventure,Monster Films,Canadian Films,Dark Comedies,Critically-acclaimed Canadian Movies,Sci-Fi","English, Korean",Movie,3.5,"Switzerland,United Kingdom,Japan,Germany,Australia",1-2 hour,Nacho Vigalondo,Nacho Vigalondo,"Tim Blake Nelson, Anne Hathaway, Jason Sudeikis, Austin Stowell",R,6.2,81.0,70.0,3.0,8.0,3029287.0,2017-04-21,2017-10-19,Brightlight Pictures,https://www.netflix.com/watch/80158202,https://www.imdb.com/title/tt4680182,An unemployed New York party girl whos returned to her hometown comes to believe she has a connection to a mega-monster running amok in Seoul.,59188.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABemcaGh9lppN8hAPUnss5w718vHHie3yB5m2MlopKkSqBAIWxev1GnpX1oe1TuUahvd750YIE5aEGNjD0zfDxK2KvQ.jpg?r=25f,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=LRqCFSrHPWA,YouTube
The Abyss,"Adventure, Drama, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Sci-Fi Adventure,Alien Sci-Fi,Sci-Fi Thrillers,Adventures,Action & Adventure,Action Thrillers,Action Sci-Fi & Fantasy,US Movies",English,Movie,3.8,South Korea,> 2 hrs,James Cameron,James Cameron,"Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester, Ed Harris",PG-13,7.5,89.0,62.0,9.0,15.0,54461047.0,1989-08-09,2017-10-15,"Lightstorm Entertainment, Pacific Western",https://www.netflix.com/watch/60000335,https://www.imdb.com/title/tt0096754,"When a nuclear sub sinks, a team of divers descends the depths to determine the cause in this sci-fi thriller from writer-director James Cameron.",162973.0,https://occ-0-1348-1347.1.nflxso.net/art/56091/269bc45ac49ea5d4922d5050c91c3c354e856091.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=WYPcLYPoaxo,YouTube
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,"Drama, Thriller","Dramas,Thrillers,Political Dramas,Political Thrillers,US Movies","English, Hebrew",Movie,5.9,Japan,1-2 hour,Joseph Cedar,Joseph Cedar,"Richard Gere, Michael Sheen, Steve Buscemi, Lior Ashkenazi",R,6.1,88.0,75.0,1.0,1.0,3814868.0,2017-03-09,2017-10-12,"Solution Entertainment Group, Blackbird, Movie Plus, Cold Iron Pictures",https://www.netflix.com/watch/80142493,https://www.imdb.com/title/tt4191702,The life of a small-time fixer changes dramatically after a politician he had once befriended becomes the prime minister of Israel.,5695.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdCTrfy4_277ynTAWLPv8X4-UUPKj5N0Xxzn2ViMYe-4GdXhm_q4AIFImp85h-6ro3ACZOVVmhQFz00pi6L6TTQUaA.jpg?r=1cb,https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2ODc3Njk4OV5BMl5BanBnXkFtZTgwNDM0MjA0MTI@._V1_SX300.jpg,https://www.youtube.com/watch?v=TZMCfZq3qc4,YouTube
Kidnap,"Action, Crime, Drama, Thriller","Crime Thrillers,Thrillers,Crime Films",English,Movie,2.3,"United Kingdom,Canada,Belgium,Hungary",1-2 hour,Luis Prieto,Knate Lee,"Chris McGinn, Sage Correa, Halle Berry, Lew Temple",R,5.9,35.0,44.0,2.0,4.0,30971040.0,2017-08-04,2017-10-07,"Gold Star Films, Di Bonaventura Pictures, 606 Films, Lotus Entertainment, Rumble Entertainment",https://www.netflix.com/watch/80049273,https://www.imdb.com/title/tt1458169,"After her young son is abducted, a frantic mother catches a glimpse of the kidnappers car and rushes headlong into a dangerous and relentless chase.",34029.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfNWnWCghiDsGzMqwMwoCklBScsDPE1PxoCP51CphjN4aXHO-wgM9ZCf9RBNMqXTjbR92HOg8_2YbUneNDXzhP0GNg.jpg?r=40d,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=cLD83jvbyz4,YouTube
Patriots Day,"Action, Crime, Drama, History, Thriller","International Movies,Crime Dramas,Dramas based on a book,Thrillers,Crime Films,Dramas,Crime Thrillers,Movies Based on Books,US Movies,Police Thrillers,Police Movies,Police Dramas","English, Chinese, Arabic",Movie,3.7,"Japan,Romania,Hungary,Argentina,Czech Republic,Russia,Canada,Slovakia,Thailand,Turkey,Malaysia,Netherlands,Mexico,Belgium,Switzerland,Germany,Colombia",> 2 hrs,Peter Berg,"Eric Johnson, Matt Cook, Paul Tamasy, Peter Berg, Joshua Zetumer","Dicky Eklund Jr., Michael Marchand, Rhet Kidd, Mark Wahlberg",R,7.4,81.0,69.0,2.0,3.0,31886361.0,2017-01-13,2017-10-01,"Hutch Parker Entertainment, Closest to the Hole, Bluegrass Films, Leverage Entertainment",https://www.netflix.com/watch/80117619,https://www.imdb.com/title/tt4572514,A tough cop on punishment duty at the Boston Marathon helps track down those responsible for the bombing that stunned the nation.,92601.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWpYVD1_hLiflbLICmyNkKrwnChoFEzZdBwa8799n1URH7c21aAuAghlR3yV1ixrbNulfOC_nZQCHtisn8ovabHt7w.jpg?r=245,https://images-na.ssl-images-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=ykwSo64RYao,YouTube
Dangerous Liaisons,"Drama, Romance","Romantic Dramas,Period Pieces,Critically-acclaimed Dramas,Romantic Favourites,Romantic Films,Academy Award-Winning Films,Steamy Romantic Films,Dramas based on a book,Dramas based on classic literature,Classic Films,Dramas,Critically-acclaimed Films,Movies Based on Books,US Movies",English,Movie,4.1,India,1-2 hour,Stephen Frears,"Choderlos de Laclos, Christopher Hampton","Swoosie Kurtz, Michelle Pfeiffer, John Malkovich, Glenn Close",R,7.6,93.0,74.0,21.0,21.0,34670720.0,1989-02-24,2017-10-01,Warner Brothers/Seven Arts,https://www.netflix.com/watch/418224,https://www.imdb.com/title/tt0094947,Two privileged and bored French aristocrats make a bet focusing on the corruption of virginal Cécile de Volanges and the virtuous Madame de Tourvel.,64704.0,https://occ-0-38-1501.1.nflxso.net/art/f462e/d68a2fe3525a6dd93a3135e0907e94cdf36f462e.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,https://www.youtube.com/watch?v=dO3U2dBwuWA,YouTube
Asura: The City of Madness,"Action, Crime, Drama, Thriller","Asian Action Films,Action & Adventure,Crime Dramas,Dramas,Crime Films,Crime Action & Adventure,International Movies,Asian Movies",Korean,Movie,7.4,South Korea,> 2 hrs,Sung-su Kim,Sung-soo Kim,"Do-won Kwak, Hwang Jung-min, Ju Ji-Hoon, Jung Woo-sung",Not Rated,6.6,82.0,64.0,6.0,16.0,175702.0,2016-10-14,2017-09-30,Sanai Pictures,https://www.netflix.com/watch/80144372,https://www.imdb.com/title/tt5918028,"Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side hes on.",2307.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAU4t7osddfOUP1iMf3nuXQt8sTiKbL2SbhZIeO0FUYuLV67LKrkYlhU3nZpNbnNOAyAIZ5zuXdmF_M5vyv6dOM8Gsw.jpg?r=a59,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MzM5OTA4ODReQTJeQWpwZ15BbWU4MDQ1ODA2MjAy._V1_SX300.jpg,https://www.youtube.com/watch?v=7l8apC2X5Fo,YouTube
The Handmaiden,"Drama, Romance, Thriller","Asian Movies,International Movies,Romantic Films,Dramas based on a book,Dramas,Romantic Films based on a book,Romantic Dramas,Steamy Thrillers,Korean Films,Thrillers,Films Based on Books,Period Pieces,International Thrillers,International Dramas","Korean, Japanese",Movie,4.3,"United Kingdom,South Korea",> 2 hrs,Chan-wook Park,"Chan-wook Park, Sarah Waters, Seo-kyeong Jeong","Yong-nyeo Lee, Kim Tae-ri, Min-chae Yoo, Dong-hwi Lee",Not Rated,8.1,95.0,84.0,68.0,104.0,2006788.0,2016-06-01,2017-09-30,"Moho Film, Yong Film",https://www.netflix.com/watch/80113804,https://www.imdb.com/title/tt4016934,A con mans plan to steal an heiresss heart -- and her fortune -- gets complicated when she falls for the handmaid he hired to help with his scheme.,114432.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAAAWEc2BWDGMLb-7w03t2hDLgGBAdwH1EEWiGpqaMot-vkiIqrjw2IVl0GOna_hfkwO_uG65025vrczecY89Dlzy1u9w.jpg?r=9c8,https://images-na.ssl-images-amazon.com/images/M/MV5BYTBjYjllZTctMTdkMy00MmE5LTllYjctYzg3OTc1MTFjZGYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,https://www.youtube.com/watch?v=whldChqCsYk,YouTube
The Bad Batch,"Drama, Horror, Romance, Sci-Fi","Independent Films,Dramas,Independent Thrillers,Thrillers,Art House Films,Independent Dramas",English,Movie,2.7,"United Kingdom,Canada,United States,Australia,Sweden,Germany,Poland,Czech Republic,France,Lithuania,Spain,Russia,Slovakia,Japan,Romania,Mexico,South Korea,Argentina,Switzerland,South Africa,Belgium,Iceland,Hungary,Brazil,Netherlands,Italy,Colombia",1-2 hour,Ana Lily Amirpour,Ana Lily Amirpour,"Suki Waterhouse, Keanu Reeves, Jayda Fink, Jason Momoa",R,5.3,47.0,62.0,1.0,3.0,180851.0,2017-06-23,2017-09-22,Human Stew Factory,https://www.netflix.com/watch/80099204,https://www.imdb.com/title/tt4334266,"Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",26804.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWrFkFOZ8fCdBl0x5Rl_oet2ZHhEyEvITf2bfBhgIgpEx2aFGa39FQwXbNl4PKR6BoFWpqfw1BIBAf2CBnt2ZVxYLFkL0_0-GAPaBNiJRpOoSKfnxBUomL-zviA.jpg?r=40b,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg,https://www.youtube.com/watch?v=1NrjKgwqNOU,YouTube
Fantastic Beasts and Where To Find Them,"Adventure, Family, Fantasy","Adventures,International Action & Adventure,Children & Family Films,Sci-Fi & Fantasy,Films for ages 11 to 12,International Sci-Fi & Fantasy,Award-winning Movies,International Movies,British Films,Fantasy,Family Features,Action & Adventure,Family Sci-Fi & Fantasy,Blockbuster Action & Adventure","English, Khmer",Movie,3.5,"Hungary,South Korea,Brazil,Czech Republic,Poland,Argentina,Slovakia,Turkey,Mexico,Colombia,Romania",> 2 hrs,David Yates,J.K. Rowling,"Tim Bentinck, Eddie Redmayne, Sam Redford, Scott Goldman",PG-13,7.3,74.0,66.0,15.0,53.0,234037575.0,2016-11-18,2017-09-17,"Heyday Films, Nvizible, Warner Bros. Pictures",https://www.netflix.com/watch/80111501,https://www.imdb.com/title/tt3183660,"While visiting New York in 1926, the courageous and eccentric wizard Newt Scamander uncovers a sinister plot that threatens the wizarding community.",411828.0,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQl-qTqu1PRFlpuBUlTuuOHQlmba4VNyWKdcZ9lXGPpNLgDw-dmGINPVHTZWTAfP34myJQhRTgAQv0dzQe8Q-XZqZA.jpg?r=7ca,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxOTM1OTI4MV5BMl5BanBnXkFtZTgwODE5OTYxMDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=YdgQj7xcDJo,YouTube
The Dressmaker,"Comedy, Drama","Dramas,Comedies,Dark Comedies,Dramas based on a book,International Movies,Australian Films,20th Century Period Pieces,Movies Based on Books",English,Movie,2.9,"South Africa,Canada",1-2 hour,Jocelyn Moorhouse,"Rosalie Ham, Jocelyn Moorhouse, P.J. Hogan","Hugo Weaving, Liam Hemsworth, Judy Davis, Kate Winslet",R,7.1,58.0,47.0,15.0,39.0,2022115.0,2015-10-29,2017-09-16,"Embankment Films, Screen Australia, Film Art Media, Ingenious Senior Film Fund, White Hot Productions",https://www.netflix.com/watch/80113847,https://www.imdb.com/title/tt2910904,"A disgraced, exiled woman returns from the sophistication of Paris to her provincial Australian hometown to set a few things straight.",54330.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVnzEBCo-y-EFWI7zaQ1yh8tPp1rb_Cwl0ZrKNe81gIi4PCO6jMjUMzKBlCVWzff5oP4bECtXeR8NWu4iAQjrDhgUg.jpg?r=269,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=uPCyjqGH914,YouTube
The Visit,"Horror, Mystery, Thriller","Independent Dramas,Independent Films,Dramas,International Movies,Nollywood Films,African Films,International Dramas",English,Movie,3.1,"Australia,Japan,France,Singapore,Hong Kong,Sweden,Portugal,India,Poland,Hungary,Belgium,Slovakia,Iceland,Germany,South Africa,Lithuania,Greece,United Kingdom,Spain,Romania,Canada,Argentina,Czech Republic,Mexico,Thailand,Switzerland,Russia,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,M. Night Shyamalan,M. Night Shyamalan,"Deanna Dunagan, Olivia DeJonge, Peter McRobbie, Ed Oxenbould",PG-13,6.2,68.0,55.0,1.0,14.0,65206105.0,2015-09-11,2017-09-15,"Blinding Edge Pictures, Blumhouse",https://www.netflix.com/watch/80127441,https://www.imdb.com/title/tt3567288,"The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",114273.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaCXDWc71nQXC4fFUH-ediF8NQRh2AgNyYC8hboVNIbFWWNB2-0bF-oeu5WWr0zeGyEpl0sHXivg9n7pTgYrYcc8YA.jpg?r=578,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=YfQnRjkuvaY,YouTube
xXx: The Return of Xander Cage,"Action, Adventure, Thriller","Action & Adventure,Adventures","English, Spanish, Portuguese, Mandarin, Tagalog, Russian",Movie,2.3,"United Kingdom,Canada,Germany,Switzerland",1-2 hour,D.J. Caruso,"F. Scott Frazier, Rich Wilkes","Vin Diesel, Deepika Padukone, Donnie Yen, Kris Wu",PG-13,5.2,44.0,42.0,1.0,6.0,44898413.0,2017-01-20,2017-09-12,"RK Films, Paramount Pictures International, One Race Films",https://www.netflix.com/watch/80124486,https://www.imdb.com/title/tt1293847,"Xander Cage returns from his self-imposed exile to help the CIA retrieve Pandoras box, a device that can turn satellites into warheads.",85393.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZUggSKdSwxAGdBF2234w8VXkzI-WY6CuAFsRK4wWZqPXziho-D0PcpsWQ9c3bg50oQ2B2x_bV0RbKcb0-MdvNx6sA.jpg?r=f1a,https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=mspnr56tnLA,YouTube
